AttributeX,AttributeY,AttributeZ,AttributeT,Class,Class,Class,Class
0.8971005,0.252833,0.148648,1.1888775,3,6,9,0
0.89824875,0.27172475,0.07167175,1.2622925,3,6,9,0
0.887781,0.3392085,0.039973,1.2663475,3,6,9,0
0.86788425,0.38793675,0.0210725,1.2281575,3,6,9,0
0.90891525,0.31160275,0.004706,1.254465,3,6,9,0
0.89910725,0.33283,-0.019218,1.2369075,3,6,9,0
0.90430125,0.341025,-0.00822975,1.2221975,3,6,9,0
0.87943375,0.359009,0.033186,1.2315775,3,6,9,0
0.90890425,0.321944,0.02285125,1.2559475,3,6,9,0
0.89921475,0.3305595,0.058728,1.2173575,3,6,9,0
0.89372975,0.29725,0.13862,1.1854225,3,6,9,0
0.881332,0.3360855,0.029861,1.2338275,3,6,9,0
0.8720785,0.3167025,0.11404675,1.1608825,3,6,9,0
0.8795255,0.37494675,0.059436,1.1828525,3,6,9,0
0.88951575,0.36334325,0.0855295,1.1657675,3,6,9,0
